prediction,ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel
Yes,16865,Male,Married,Graduate,2,4,8,94791,2,-1,People Management,3,2,0,2,3,1,20,6,11,3,4,Product Owner
Yes,16866,Male,Married,Graduate,1,3,7,80821,2,1,DevOps,3,7,1,5,2,3,16,7,9,2,2,Product Owner
Yes,16867,Male,Married,Post-Graduate,4,4,10,58717,2,-2,Consultancy,2,4,3,4,5,1,18,3,8,3,2,Product Manager
Yes,16868,Female,Divorced,Post-Graduate,4,4,9,85159,3,0,Sales,3,4,4,5,1,4,8,5,8,1,3,Product Owner
Yes,16869,Male,Married,Post-Graduate,4,5,7,83641,2,-2,Testing,3,9,5,2,2,2,16,8,14,2,4,VP
Yes,16870,Male,Divorced,Post-Graduate,4,3,13,54182,2,-1,People Management,2,0,3,3,3,1,11,4,7,4,4,Senior Developer
Yes,16871,Female,Married,Graduate,2,3,6,91329,3,-1,Public Relations,3,7,3,1,2,3,18,6,9,2,1,Product Owner
Yes,16872,Female,Married,Graduate,2,3,15,50020,2,-1,Development,2,2,3,4,4,1,14,4,5,2,4,Senior Developer
Yes,16873,Female,Single,Graduate,1,4,18,57786,2,-2,Consultancy,3,3,1,3,4,3,18,5,5,1,2,Senior Developer
Yes,16874,Female,Married,Post-Graduate,1,4,6,90950,2,0,Consultancy,3,9,0,1,5,3,18,4,10,3,3,VP
Yes,16875,Male,Married,Graduate,2,3,9,80292,3,-1,DevOps,3,5,5,3,3,1,15,7,11,3,4,Product Owner
Yes,16876,Female,Single,Doctorate,1,4,9,86548,2,0,Sales,3,5,5,4,4,2,19,8,11,3,4,VP
Yes,16877,Male,Married,Graduate,4,5,8,60169,2,-2,HR,3,3,1,4,1,3,8,4,8,1,5,Product Manager
Yes,16878,Male,Married,Graduate,3,5,6,77461,2,-1,HR,3,6,0,1,2,3,16,3,11,3,4,Product Owner
Yes,16879,Female,Married,Post-Graduate,3,4,9,93196,3,1,Consultancy,3,5,2,2,1,2,16,5,10,4,2,VP
Yes,16880,Male,Married,Post-Graduate,2,3,8,49565,2,-1,People Management,2,6,2,1,3,1,20,3,9,2,4,Product Manager
Yes,16881,Female,Single,Graduate,4,5,16,53477,2,-2,Testing,2,3,0,3,2,1,8,4,6,1,3,Senior Developer
Yes,16882,Male,Single,Post-Graduate,2,4,6,82441,2,-1,DevOps,3,5,3,5,2,1,9,5,9,1,1,Product Owner
Yes,16883,Female,Married,Graduate,1,4,8,87569,2,-1,People Management,3,5,1,3,4,1,15,10,14,2,1,VP
Yes,16884,Female,Divorced,Post-Graduate,2,5,9,78510,2,-2,Training,3,2,3,1,5,1,16,6,11,4,5,Product Owner
Yes,16885,Male,Single,Doctorate,2,3,17,50001,2,-1,HR,3,3,2,1,4,4,8,4,5,3,2,Senior Developer
Yes,16886,Female,Divorced,Post-Graduate,2,4,9,94919,3,0,Consultancy,3,2,2,3,1,1,15,6,10,3,4,Product Owner
Yes,16887,Female,Married,Post-Graduate,3,4,7,92010,2,0,DevOps,3,7,1,5,3,1,8,8,8,1,2,Product Owner
Yes,16888,Male,Married,Graduate,4,3,9,85481,2,-2,HR,3,7,4,5,3,2,18,3,11,3,3,Product Owner
Yes,16889,Male,Married,Post-Graduate,1,5,8,54918,2,0,Training,2,3,1,2,4,4,11,6,9,1,3,Product Manager
Yes,16890,Female,Married,Post-Graduate,4,3,8,91428,2,-2,Sales,3,4,0,3,3,4,16,7,10,4,4,Product Owner
Yes,16891,Female,Married,Graduate,4,5,17,55039,2,-2,Development,3,3,2,4,2,1,11,3,5,1,2,Senior Developer
Yes,16892,Male,Married,Graduate,4,4,18,50626,2,-2,Training,3,2,1,3,1,2,9,4,5,1,3,Senior Developer
Yes,16893,Male,Married,Post-Graduate,4,4,14,49625,2,0,DevOps,2,3,0,4,2,4,15,5,6,4,2,Senior Developer
Yes,16894,Male,Single,Doctorate,4,3,6,93161,3,0,Consultancy,3,7,4,2,5,1,17,8,11,3,4,VP
Yes,16895,Female,Married,Post-Graduate,3,3,17,47150,2,1,Public Relations,2,0,2,1,3,2,11,4,5,1,5,Senior Developer
Yes,16896,Male,Married,Graduate,1,4,9,81452,3,-2,Testing,3,9,4,4,1,3,17,4,12,3,4,VP
Yes,16897,Male,Married,Post-Graduate,3,3,18,59889,2,-2,Public Relations,3,0,0,3,5,2,10,4,7,3,2,Senior Developer
Yes,16898,Female,Married,Graduate,4,4,13,62351,2,1,Sales,3,1,1,5,5,4,8,3,6,2,5,Senior Developer
Yes,16899,Male,Married,Graduate,4,5,9,84749,3,-2,People Management,3,5,4,5,2,1,16,7,9,3,3,Product Owner
Yes,16900,Female,Married,Post-Graduate,4,3,18,52762,2,0,Product Management,3,2,2,5,5,3,12,5,7,1,4,Senior Developer
Yes,16901,Female,Divorced,Post-Graduate,3,3,9,56521,2,0,DevOps,3,5,3,4,1,4,9,4,8,1,1,Product Manager
Yes,16902,Female,Single,Post-Graduate,1,3,6,91033,2,-1,Training,3,3,0,1,3,3,17,4,14,3,5,VP
Yes,16903,Male,Married,Post-Graduate,1,5,9,84554,3,-2,Consultancy,3,8,6,3,4,4,19,6,11,3,4,VP
Yes,16904,Female,Single,Graduate,4,3,6,78039,2,-2,Sales,3,5,2,1,1,1,15,6,12,3,2,VP
Yes,16905,Male,Married,Doctorate,4,5,6,93255,2,0,Development,3,2,3,3,4,2,18,7,9,2,4,Product Owner
Yes,16906,Male,Married,Graduate,2,3,8,55190,2,1,Consultancy,3,7,4,1,4,1,16,3,9,1,4,Product Manager
Yes,16907,Female,Married,Post-Graduate,1,3,8,87420,2,-2,Public Relations,3,6,0,1,1,4,10,7,9,2,1,Product Owner
Yes,16908,Female,Married,Graduate,1,5,8,78075,3,0,Training,3,9,0,3,3,3,15,9,12,4,3,VP
Yes,16909,Male,Married,Post-Graduate,4,5,12,55308,2,-2,Development,2,4,0,2,3,3,17,7,8,4,4,Product Manager
Yes,16910,Male,Single,Doctorate,3,3,18,57543,2,-1,Product Management,3,1,2,4,3,3,18,3,8,4,3,Senior Developer
Yes,16911,Male,Married,Graduate,3,3,11,49214,2,-1,Testing,3,7,4,3,4,4,12,3,10,1,4,Product Manager
Yes,16912,Female,Married,Graduate,1,5,12,54081,2,1,Consultancy,3,2,2,3,4,3,15,5,10,1,4,Product Manager
Yes,16913,Male,Married,Graduate,4,5,10,61967,2,1,Consultancy,2,4,4,4,2,3,10,3,9,3,4,Product Manager
Yes,16914,Male,Married,Post-Graduate,1,3,11,46411,2,-1,HR,2,2,3,3,5,1,14,7,8,3,1,Product Manager
Yes,16915,Male,Married,Post-Graduate,1,3,8,77033,2,0,Consultancy,3,6,4,1,2,1,19,5,10,3,3,Product Owner
Yes,16916,Male,Married,Doctorate,1,5,13,62939,2,-2,DevOps,3,3,1,4,3,2,9,3,5,2,4,Senior Developer
Yes,16917,Male,Married,Graduate,3,3,16,48375,2,0,HR,3,3,1,3,4,4,13,5,7,2,1,Senior Developer
Yes,16918,Female,Married,Graduate,4,3,9,53677,2,-2,Product Management,3,7,1,2,5,1,16,6,8,4,4,Product Manager
Yes,16919,Male,Married,Graduate,4,3,12,47485,2,-2,Consultancy,2,4,2,2,3,1,13,5,8,2,2,Product Manager
Yes,16920,Male,Married,Graduate,2,4,6,94455,2,0,Public Relations,3,4,4,3,5,1,15,9,13,4,3,VP
Yes,16921,Male,Divorced,Graduate,3,4,12,53927,2,1,Testing,2,3,4,1,4,3,20,6,9,1,1,Product Manager
Yes,16922,Female,Married,Post-Graduate,4,3,11,59681,2,-1,DevOps,3,6,4,3,4,3,8,3,8,1,3,Product Manager
Yes,16923,Male,Married,Post-Graduate,3,5,11,51328,2,-2,DevOps,2,2,0,5,3,1,12,7,9,3,5,Product Manager
Yes,16924,Female,Single,Graduate,2,3,11,49502,2,1,HR,3,7,4,2,2,4,13,7,9,3,4,Product Manager
Yes,16925,Male,Single,Post-Graduate,4,4,14,54158,2,-1,Sales,3,0,1,1,5,1,9,3,5,1,1,Senior Developer
Yes,16926,Male,Single,Post-Graduate,2,4,7,84817,2,1,Sales,3,5,3,5,1,4,14,6,9,2,4,Product Owner
Yes,16927,Male,Divorced,Graduate,2,5,11,47491,2,0,Sales,3,2,2,5,4,1,10,3,9,4,3,Product Manager
Yes,16928,Female,Married,Graduate,1,4,16,64772,2,-2,Training,2,1,2,3,3,1,9,5,5,2,2,Senior Developer
Yes,16929,Female,Married,Post-Graduate,4,5,9,92051,3,1,Training,3,5,0,2,3,1,15,7,9,4,5,Product Owner
Yes,16930,Male,Married,Graduate,4,5,14,52208,2,-2,HR,3,2,1,4,3,1,8,3,6,1,5,Senior Developer
Yes,16931,Male,Married,Graduate,1,5,8,84913,2,1,Public Relations,3,4,6,5,1,4,16,10,10,2,4,VP
Yes,16932,Male,Married,Graduate,2,4,7,85154,2,-2,People Management,3,8,5,4,3,4,20,9,12,4,3,VP
Yes,16933,Male,Married,Graduate,2,3,14,45028,2,0,Training,2,2,2,5,5,3,17,4,7,2,4,Senior Developer
Yes,16934,Male,Single,Graduate,1,3,11,62421,2,-1,DevOps,3,6,2,4,3,1,12,4,8,3,1,Product Manager
Yes,16935,Male,Married,Post-Graduate,3,4,18,50882,2,-2,Product Management,2,2,1,2,2,3,18,3,8,4,5,Senior Developer
Yes,16936,Female,Married,Post-Graduate,4,4,6,75576,2,-2,People Management,3,3,5,3,5,2,17,4,10,2,5,VP
Yes,16937,Male,Married,Post-Graduate,4,5,7,75014,3,-1,Public Relations,3,3,2,3,4,2,18,6,11,2,5,Product Owner
Yes,16938,Male,Married,Post-Graduate,2,3,15,50727,2,-1,Sales,2,1,3,4,4,4,8,5,5,2,1,Senior Developer
Yes,16939,Male,Divorced,Post-Graduate,2,4,7,84919,2,-2,Product Management,3,5,1,3,2,2,12,8,9,2,5,Product Owner
Yes,16940,Male,Married,Graduate,1,3,10,47672,2,-1,Sales,3,3,1,4,2,2,17,6,8,4,2,Product Manager
Yes,16941,Male,Married,Graduate,2,3,9,78119,2,0,Training,3,2,0,5,4,4,20,5,9,3,2,Product Owner
Yes,16942,Male,Married,Graduate,4,3,8,59475,2,-1,Sales,3,2,1,1,4,4,12,3,10,3,2,Product Manager
Yes,16943,Male,Married,Post-Graduate,4,5,13,59039,2,0,DevOps,3,3,1,1,1,4,15,5,8,1,3,Senior Developer
Yes,16944,Male,Married,Post-Graduate,4,3,9,53405,2,-1,Product Management,3,5,2,3,2,2,10,3,8,4,4,Product Manager
Yes,16945,Male,Single,Post-Graduate,2,3,10,45759,2,1,Consultancy,2,3,1,1,4,4,9,5,8,4,1,Product Manager
Yes,16946,Female,Divorced,Graduate,4,5,8,61555,2,-1,Testing,3,5,3,2,5,2,8,3,8,1,3,Product Manager
Yes,16947,Male,Married,Graduate,1,4,9,94009,2,-2,People Management,3,4,2,4,1,2,11,4,9,2,2,Product Owner
Yes,16948,Male,Married,Graduate,3,4,8,62005,2,-2,Public Relations,2,4,5,3,4,3,12,4,8,4,4,Product Manager
Yes,16949,Male,Single,Graduate,4,3,6,92391,2,-1,Sales,3,9,6,5,4,4,17,5,11,3,1,VP
Yes,16950,Female,Married,Graduate,4,3,11,50386,2,0,Public Relations,3,2,5,1,4,2,18,5,10,4,5,Product Manager
Yes,16951,Male,Married,Post-Graduate,3,3,18,56225,2,-1,Public Relations,2,2,1,5,4,2,10,5,6,2,4,Senior Developer
Yes,16952,Female,Married,Graduate,1,3,9,92742,2,-2,Testing,3,3,0,1,1,2,18,3,14,2,3,VP
Yes,16953,Female,Married,Graduate,4,5,13,61729,2,-2,Public Relations,3,3,2,4,1,2,14,5,6,2,3,Senior Developer
Yes,16954,Female,Married,Graduate,2,4,15,56141,2,-1,Consultancy,3,3,1,2,3,2,9,3,6,3,4,Senior Developer
Yes,16955,Male,Married,Post-Graduate,1,4,9,94793,3,-1,Testing,3,6,4,1,5,1,16,11,12,4,3,VP
Yes,16956,Male,Married,Graduate,2,3,12,45249,2,-2,Development,2,7,0,1,5,3,12,5,9,1,3,Product Manager
Yes,16957,Male,Married,Graduate,2,4,8,55778,2,-1,Sales,2,2,2,2,1,1,9,7,8,1,2,Product Manager
Yes,16958,Male,Married,Doctorate,1,5,14,58092,2,0,Public Relations,3,0,0,4,1,4,12,3,6,1,4,Senior Developer
Yes,16959,Male,Married,Graduate,4,3,7,75772,2,-1,Testing,3,4,3,2,4,1,17,5,10,3,1,Product Owner
Yes,16960,Male,Married,Post-Graduate,4,5,8,89625,2,-2,Consultancy,3,2,5,4,5,1,17,3,11,4,4,Product Owner
Yes,16961,Male,Married,Graduate,3,3,12,50094,2,1,Sales,2,2,2,1,4,4,20,3,8,1,4,Senior Developer
Yes,16962,Male,Married,Graduate,1,5,8,46594,2,1,Public Relations,2,3,0,5,3,4,15,4,10,2,4,Product Manager
Yes,16963,Female,Married,Post-Graduate,1,3,14,47175,2,1,Product Management,2,2,3,4,4,4,10,3,8,4,4,Senior Developer
Yes,16964,Male,Married,Graduate,1,4,9,91917,2,-2,People Management,3,2,0,4,1,1,8,7,8,1,5,Product Owner
Yes,16965,Female,Married,Post-Graduate,3,3,18,56951,2,-1,HR,3,2,3,1,4,4,9,4,8,3,1,Senior Developer
Yes,16966,Male,Single,Graduate,4,3,18,50015,2,1,Product Management,2,2,2,2,4,4,16,3,8,4,1,Senior Developer
Yes,16967,Female,Married,Doctorate,1,3,9,91360,3,-1,Public Relations,3,6,5,4,2,3,18,6,10,3,4,Product Owner
Yes,16968,Female,Single,Post-Graduate,2,3,9,56674,2,0,HR,3,4,5,3,4,1,9,6,8,4,1,Product Manager
Yes,16969,Male,Married,Graduate,2,4,14,59942,2,0,Training,2,0,0,4,5,4,10,5,8,3,4,Senior Developer
Yes,16970,Female,Married,Graduate,3,4,9,75878,2,1,Training,3,3,5,4,2,2,17,11,14,4,2,VP
Yes,16971,Male,Married,Graduate,4,3,8,58007,2,-1,Public Relations,3,7,1,4,5,1,13,4,8,3,3,Product Manager
Yes,16972,Female,Married,Graduate,2,3,6,86355,3,-1,HR,3,4,1,1,2,2,12,8,11,3,5,Product Owner
Yes,16973,Female,Married,Graduate,4,3,8,46495,2,-2,Development,2,5,2,1,4,1,8,4,8,1,4,Product Manager
Yes,16974,Female,Married,Post-Graduate,4,3,17,51631,2,-2,HR,3,3,0,4,4,3,20,4,6,4,2,Senior Developer
Yes,16975,Male,Married,Graduate,4,3,15,57715,2,-2,Training,2,3,2,3,4,4,14,4,8,2,1,Senior Developer
Yes,16976,Female,Married,Graduate,4,4,12,54793,2,-2,Testing,2,1,3,4,5,4,19,5,5,1,5,Senior Developer
Yes,16977,Female,Married,Post-Graduate,2,5,9,76026,3,0,Development,3,4,6,2,3,4,15,10,14,2,4,VP
Yes,16978,Female,Single,Post-Graduate,3,4,9,93377,2,-2,Sales,3,6,5,4,5,1,12,3,10,2,1,Product Owner
Yes,16979,Male,Married,Graduate,2,4,7,76804,2,0,DevOps,3,7,3,4,5,2,9,7,9,1,2,Product Owner
Yes,16980,Male,Divorced,Graduate,2,3,8,93574,2,-2,Training,3,8,1,4,4,2,19,6,12,2,1,VP
Yes,16981,Female,Divorced,Graduate,4,5,12,47902,2,-1,Sales,2,6,2,1,4,3,8,3,8,1,3,Product Manager
Yes,16982,Female,Married,Graduate,3,4,6,92333,2,-1,DevOps,3,5,6,2,4,1,20,3,14,4,2,VP
Yes,16983,Female,Single,Post-Graduate,2,3,14,63662,2,-2,Development,3,1,2,5,5,1,10,5,5,3,5,Senior Developer
Yes,16984,Female,Married,Graduate,4,5,14,63869,2,-1,Development,2,1,1,1,3,2,19,3,6,2,2,Senior Developer
Yes,16985,Male,Single,Graduate,4,5,12,61896,2,-1,Sales,3,3,2,4,3,1,9,4,8,4,1,Product Manager
Yes,16986,Male,Divorced,Post-Graduate,3,5,8,46726,2,-1,Consultancy,3,3,4,2,2,1,14,6,8,3,2,Product Manager
Yes,16987,Female,Married,Doctorate,2,5,7,90568,3,1,Development,3,7,0,2,4,2,20,8,14,4,4,VP
Yes,16988,Male,Married,Graduate,2,4,8,61999,2,-2,Testing,2,5,4,1,3,2,11,6,10,1,1,Product Manager
Yes,16989,Male,Divorced,Graduate,4,3,8,83291,2,0,Development,3,8,3,3,3,3,18,9,14,4,1,VP
Yes,16990,Male,Single,Graduate,4,4,7,84909,2,-2,Training,3,5,0,1,4,2,14,4,11,2,5,Product Owner
Yes,16991,Male,Married,Post-Graduate,2,4,12,63365,2,-2,People Management,3,0,2,2,3,2,18,3,6,3,5,Senior Developer
Yes,16992,Female,Married,Doctorate,4,3,9,92267,2,-2,Sales,3,6,4,4,1,4,20,4,13,3,1,VP
Yes,16993,Male,Married,Graduate,1,5,7,86487,3,0,Training,3,7,4,5,4,1,18,8,12,4,4,VP
Yes,16994,Male,Divorced,Post-Graduate,3,4,7,78814,3,0,HR,3,9,1,2,4,1,19,11,12,2,2,VP
Yes,16995,Female,Single,Post-Graduate,1,4,15,53587,2,0,Public Relations,2,3,3,2,1,4,20,3,5,2,1,Senior Developer
Yes,16996,Female,Married,Post-Graduate,1,3,8,49126,2,1,People Management,3,2,3,2,3,2,9,3,8,1,3,Product Manager
Yes,16997,Male,Married,Post-Graduate,2,3,6,83308,2,1,DevOps,3,4,1,4,5,2,20,7,13,2,5,VP
Yes,16998,Male,Single,Post-Graduate,4,5,9,80161,3,-1,Public Relations,3,6,3,3,4,1,19,10,12,2,5,VP
Yes,16999,Female,Married,Doctorate,4,5,6,87623,2,-2,Testing,3,5,1,4,2,4,18,11,13,4,2,VP
Yes,17000,Male,Married,Graduate,1,5,12,58162,2,1,HR,2,7,4,2,2,4,14,6,8,3,3,Product Manager
Yes,17001,Female,Single,Graduate,3,4,8,61170,2,1,Testing,2,5,2,2,5,2,15,3,8,1,2,Product Manager
Yes,17002,Male,Married,Post-Graduate,4,3,9,50328,2,-1,Product Management,3,4,1,2,3,1,19,4,10,2,4,Product Manager
Yes,17003,Female,Married,Post-Graduate,2,3,9,61991,2,-1,Public Relations,2,4,0,3,3,1,12,3,9,2,4,Product Manager
Yes,17004,Female,Divorced,Post-Graduate,4,5,12,49186,2,-2,Consultancy,3,1,1,4,3,4,13,5,7,3,3,Senior Developer
Yes,17005,Male,Married,Graduate,3,3,10,45083,2,-1,Public Relations,3,3,0,4,1,1,11,6,8,3,1,Product Manager
Yes,17006,Female,Married,Post-Graduate,2,4,10,45125,2,-1,People Management,2,7,2,4,5,2,9,6,8,2,3,Product Manager
Yes,17007,Male,Married,Post-Graduate,3,3,6,80660,2,-1,Consultancy,3,4,3,4,2,1,10,4,9,4,2,Product Owner
Yes,17008,Female,Married,Post-Graduate,2,3,8,63219,2,-1,Product Management,3,7,0,5,2,2,10,5,8,4,5,Product Manager
Yes,17009,Male,Married,Post-Graduate,2,5,7,83771,3,-1,Consultancy,3,5,6,4,4,1,16,6,13,2,1,VP
Yes,17010,Female,Married,Doctorate,1,5,8,76861,2,-2,Product Management,3,8,0,4,2,2,18,10,13,2,5,VP
Yes,17011,Female,Married,Doctorate,1,4,11,58114,2,1,DevOps,3,5,4,1,2,1,12,3,10,3,1,Product Manager
Yes,17012,Male,Married,Post-Graduate,1,3,8,53596,2,-1,Training,2,7,5,4,3,2,12,5,8,1,4,Product Manager
Yes,17013,Male,Married,Graduate,1,4,18,58406,2,1,Sales,3,1,0,2,3,4,16,4,8,4,2,Senior Developer
Yes,17014,Female,Married,Post-Graduate,2,4,17,61449,2,-2,Consultancy,3,3,2,3,2,3,20,5,7,4,4,Senior Developer
Yes,17015,Male,Married,Doctorate,3,5,9,88144,3,1,Product Management,3,4,3,5,5,4,15,6,10,2,3,VP
Yes,17016,Male,Married,Post-Graduate,3,5,6,79906,3,-2,DevOps,3,3,0,3,2,4,17,6,10,2,3,Product Owner
Yes,17017,Male,Married,Doctorate,4,4,8,62563,2,-2,People Management,3,7,1,4,2,1,8,7,8,1,4,Product Manager
Yes,17018,Female,Married,Post-Graduate,4,4,18,49976,2,-1,Public Relations,2,2,3,4,4,1,16,5,6,1,2,Senior Developer
Yes,17019,Female,Married,Doctorate,4,4,7,80333,3,1,People Management,3,7,1,5,5,2,20,4,12,4,3,VP
Yes,17020,Female,Married,Post-Graduate,1,5,7,76499,3,1,People Management,3,5,6,5,4,1,17,9,13,2,3,VP
Yes,17021,Female,Divorced,Post-Graduate,3,3,15,64352,2,0,Product Management,3,1,1,2,4,2,10,3,5,3,1,Senior Developer
Yes,17022,Male,Married,Post-Graduate,1,3,13,49083,2,-2,Sales,3,2,1,2,3,1,17,3,5,3,4,Senior Developer
Yes,17023,Female,Divorced,Graduate,2,3,17,57043,2,-1,Consultancy,2,3,1,2,1,4,11,4,8,1,5,Senior Developer
Yes,17024,Female,Married,Doctorate,4,5,7,80817,2,-1,Testing,3,2,3,2,2,1,13,5,9,2,5,Product Owner
Yes,17025,Male,Married,Graduate,1,4,8,85324,2,0,Consultancy,3,3,4,4,4,3,20,8,9,3,2,Product Owner
Yes,17026,Female,Married,Post-Graduate,4,3,6,85493,3,-1,HR,3,3,3,2,5,2,19,4,10,4,5,VP
Yes,17027,Male,Divorced,Post-Graduate,1,3,13,58244,2,0,Product Management,3,1,0,4,4,1,17,4,6,3,4,Senior Developer
Yes,17028,Male,Married,Post-Graduate,1,4,15,60986,2,-1,Public Relations,2,3,3,5,3,1,19,4,7,2,5,Senior Developer
Yes,17029,Male,Divorced,Post-Graduate,3,3,18,57727,2,-2,Public Relations,3,2,0,5,3,3,14,3,6,4,4,Senior Developer
Yes,17030,Male,Married,Graduate,3,3,9,91032,2,-2,HR,3,4,0,3,5,3,18,6,11,3,3,Product Owner
Yes,17031,Male,Single,Graduate,3,4,8,59369,2,-2,HR,3,7,0,3,5,3,8,6,8,1,3,Product Manager
Yes,17032,Female,Married,Doctorate,2,3,12,62948,2,-2,Consultancy,3,1,1,3,5,1,17,4,7,1,5,Senior Developer
Yes,17033,Female,Married,Graduate,3,3,6,94155,2,1,People Management,3,3,1,3,5,1,18,6,14,4,1,VP
Yes,17034,Male,Divorced,Doctorate,1,4,9,57231,2,-2,People Management,3,5,0,3,4,4,20,7,10,4,5,Product Manager
Yes,17035,Female,Single,Graduate,2,3,17,60395,2,-2,People Management,2,3,3,4,3,2,18,3,8,1,2,Senior Developer
Yes,17036,Female,Married,Graduate,3,4,8,55751,2,0,DevOps,3,3,2,5,1,4,15,7,8,2,5,Product Manager
Yes,17037,Female,Married,Graduate,1,5,7,75374,2,-1,HR,3,8,5,4,3,2,20,11,12,4,5,VP
Yes,17038,Female,Divorced,Post-Graduate,1,5,6,82655,3,-1,People Management,3,4,5,5,2,1,15,6,11,3,5,VP
Yes,17039,Male,Single,Post-Graduate,3,4,11,55139,2,0,Development,3,2,0,2,2,1,12,3,8,1,2,Product Manager
Yes,17040,Male,Married,Post-Graduate,1,5,9,88047,2,-2,Development,3,3,5,1,4,3,19,5,10,2,4,Product Owner
Yes,17041,Male,Married,Post-Graduate,4,3,8,45127,2,-2,People Management,3,3,0,5,1,4,8,3,8,1,5,Product Manager
Yes,17042,Female,Married,Post-Graduate,1,4,7,86308,2,0,Consultancy,3,2,5,2,5,1,19,5,9,2,4,Product Owner
Yes,17043,Male,Married,Post-Graduate,1,5,15,47414,2,-1,Training,3,1,3,4,4,2,18,5,7,4,2,Senior Developer
Yes,17044,Female,Married,Post-Graduate,4,4,8,63027,2,1,Product Management,2,7,2,4,2,1,19,7,8,2,3,Product Manager
Yes,17045,Male,Married,Graduate,2,4,9,48888,2,1,Training,2,4,1,3,3,2,19,7,10,3,4,Product Manager
Yes,17046,Female,Single,Post-Graduate,1,3,6,86489,2,-1,Development,3,6,1,4,2,4,20,5,10,4,4,Product Owner
Yes,17047,Female,Married,Post-Graduate,4,4,12,46416,2,-2,Product Management,3,6,2,2,1,4,14,4,10,3,3,Product Manager
Yes,17048,Male,Divorced,Doctorate,1,3,12,61307,2,1,Public Relations,2,0,3,3,3,4,16,5,8,1,3,Senior Developer
Yes,17049,Male,Married,Graduate,4,3,10,47029,2,-2,Public Relations,2,5,2,3,2,1,12,7,8,1,2,Product Manager
Yes,17050,Female,Divorced,Post-Graduate,4,3,11,46749,2,-1,Consultancy,2,6,1,1,4,3,13,5,9,4,5,Product Manager
Yes,17051,Female,Married,Graduate,4,3,9,80448,3,-1,DevOps,3,6,0,2,4,4,16,4,11,2,2,VP
Yes,17052,Male,Divorced,Graduate,1,3,9,79798,2,-2,Product Management,3,7,5,4,2,4,18,4,13,2,1,VP
Yes,17053,Male,Married,Post-Graduate,2,4,14,54794,2,0,Training,3,1,0,4,4,1,17,3,8,4,4,Senior Developer
Yes,17054,Female,Divorced,Graduate,2,4,7,79234,2,1,Development,3,4,3,1,1,4,11,8,9,4,3,Product Owner
Yes,17055,Male,Married,Post-Graduate,1,3,8,75881,3,0,Training,3,6,2,2,5,3,12,8,10,3,3,Product Owner
Yes,17056,Female,Married,Post-Graduate,3,3,9,88140,2,-1,Sales,3,8,3,4,1,1,15,9,13,3,3,VP
Yes,17057,Female,Single,Graduate,1,3,7,89644,2,-1,Sales,3,5,5,2,4,2,17,6,10,3,5,Product Owner
Yes,17058,Female,Married,Post-Graduate,1,3,8,81703,2,1,Consultancy,3,4,3,4,3,4,16,7,14,4,4,VP
Yes,17059,Female,Married,Graduate,3,4,9,94104,3,0,Testing,3,5,5,2,5,2,17,9,12,4,5,VP
Yes,17060,Male,Single,Post-Graduate,3,3,10,54324,2,-2,Consultancy,3,7,2,3,2,3,17,6,10,1,5,Product Manager
Yes,17061,Male,Single,Post-Graduate,4,4,9,89484,3,-1,DevOps,3,3,0,3,5,1,8,6,8,1,2,Product Owner
Yes,17062,Female,Married,Post-Graduate,4,5,14,55611,2,0,DevOps,2,3,3,2,1,4,19,5,8,2,3,Senior Developer
Yes,17063,Male,Married,Post-Graduate,4,4,17,46500,2,-1,People Management,3,3,0,3,2,3,18,5,6,3,2,Senior Developer
Yes,17064,Female,Married,Post-Graduate,2,4,16,45107,2,1,Development,2,2,0,1,1,2,14,4,5,1,3,Senior Developer
Yes,17065,Male,Married,Post-Graduate,4,4,8,75911,2,-2,Training,3,6,3,4,2,1,16,3,12,2,4,VP
Yes,17066,Female,Married,Graduate,4,4,9,82836,2,1,DevOps,3,4,3,5,2,2,8,8,8,1,4,Product Owner
Yes,17067,Male,Married,Post-Graduate,3,5,8,78055,3,1,Product Management,3,5,1,2,3,2,19,3,11,3,4,VP
Yes,17068,Female,Married,Post-Graduate,1,3,7,89262,3,-2,Sales,3,4,0,3,5,3,8,3,8,1,2,Product Owner
Yes,17069,Male,Single,Doctorate,3,5,6,75518,2,-2,Testing,3,3,3,3,3,1,9,4,9,1,5,Product Owner
Yes,17070,Female,Divorced,Graduate,3,5,7,77288,3,0,Consultancy,3,3,1,3,4,4,9,4,9,1,5,Product Owner
Yes,17071,Female,Married,Graduate,4,3,14,49173,2,0,Development,2,3,3,4,3,4,16,4,6,2,1,Senior Developer
Yes,17072,Female,Single,Graduate,4,3,18,61614,2,-1,Sales,2,3,0,3,3,3,8,4,5,3,3,Senior Developer
Yes,17073,Female,Married,Graduate,3,3,9,56966,2,1,Development,3,2,1,1,5,4,14,3,9,2,5,Product Manager
Yes,17074,Male,Divorced,Post-Graduate,2,5,17,59325,2,0,HR,2,1,2,5,2,1,19,5,6,4,2,Senior Developer
Yes,17075,Male,Married,Graduate,4,4,9,92133,3,-1,Consultancy,3,3,5,1,3,2,11,7,10,4,2,Product Owner
